Totale koudelevering [kW];Totale warmtelevering [kW];Totale warmtelevering [kW] SWW
1,29248;91,36973;2,68
1,28123;87,68673;2,68
1,27122;90,81996;7,14
1,25999;96,71259;11,60
1,24995;179,38583;17,41
1,23797;174,64567;94,50
1,22489;177,84094;90,03
1,91605;153,15121;85,57
4,12803;77,93461;85,57
4,65767;64,56916;54,09
14,68934;43,40884;45,16
24,88378;21,36157;40,70
19,16098;22,80367;36,23
17,75953;16,84676;40,70
9,93556;16,54847;40,70
6,52467;24,63632;40,70
5,83202;49,93689;40,70
2,52403;68,87834;139,36
1,60469;102,52974;76,64
1,55019;61,92813;40,70
1,51082;76,33799;49,63
1,47443;110,69466;20,98
1,4403;134,14665;4,01
1,41339;135,53739;2,68
1,39362;105,23851;2,68
1,3723;127,61792;2,68
1,34994;142,2519;7,14
1,33337;125,86979;11,60
1,31553;229,10613;17,41
1,30512;184,32194;94,50
1,28792;209,73279;90,03
1,97968;198,97623;85,57
4,37737;161,23461;85,57
4,92599;93,19291;54,09
10,49963;83,3515;45,16
7,4057;45,67448;40,70
4,5617;45,08607;36,23
6,26824;28,49148;40,70
7,12356;33,05282;40,70
7,02345;44,93438;40,70
5,92359;77,22533;40,70
2,51984;117,42261;139,36
1,57795;160,24753;76,64
1,51926;125,81376;40,70
1,47849;128,37971;49,63
1,44473;148,70654;20,98
1,41572;159,827;4,01
1,38687;182,94384;2,68
1,36551;132,98427;2,68
1,34533;148,12403;2,68
1,32293;168,17494;7,14
1,30134;171,52079;11,60
1,28135;259,05625;17,41
1,2623;268,18745;94,50
1,24153;276,11791;90,03
1,9064;234,77465;85,57
4,21467;187,74397;85,57
4,7487;130,53234;54,09
12,59833;77,51299;45,16
26,7932;40,33203;40,70
23,74594;25,88525;36,23
25,66206;8,88898;40,70
11,13292;15,93764;40,70
7,09959;23,64853;40,70
5,95689;81,07972;40,70
2,45794;141,23481;139,36
1,54013;188,00436;76,64
1,47582;172,78998;40,70
1,43193;180,81179;49,63
1,39499;207,74248;20,98
1,36406;214,96504;4,01
1,33946;208,99364;2,68
1,31501;192,48816;2,68
1,30245;143,9229;2,68
1,2888;160,92495;7,14
1,27308;172,62839;11,60
1,25517;284,9674;17,41
1,23509;297,00461;94,50
1,21198;309,43018;90,03
1,84083;268,5551;85,57
4,03494;195,17529;85,57
4,40732;155,65772;54,09
5,52765;132,32368;45,16
5,82326;117,88761;40,70
3,39329;116,24134;36,23
5,09145;79,89835;40,70
6,14741;57,42794;40,70
6,1968;48,39585;40,70
5,23585;79,34698;40,70
2,18432;128,79084;139,36
1,39472;163,84082;76,64
1,34948;135,03121;40,70
1,32084;130,99614;49,63
1,2983;132,2564;20,98
1,27966;133,04069;4,01
1,26427;137,66471;2,68
1,25031;123,21879;2,68
1,23664;126,24839;2,68
1,22335;127,40344;7,14
1,20998;130,42349;11,60
1,19793;202,40726;17,41
1,18555;194,10759;94,50
1,17344;177,26988;90,03
1,78183;151,77576;85,57
3,88869;100,77469;85,57
4,24077;75,56985;54,09
5,45909;57,20316;45,16
5,4654;40,28921;40,70
2,86495;45,45652;36,23
4,20421;37,75166;40,70
5,01203;37,25752;40,70
5,27241;45,38638;40,70
4,48426;60,91223;40,70
1,9154;86,62148;139,36
1,33307;117,98572;76,64
1,33853;86,42544;40,70
1,31149;85,57995;49,63
1,29179;80,37291;20,98
1,27501;84,12891;4,01
1,25996;89,27704;2,68
1,24479;90,61845;2,68
1,20944;91,48717;2,68
1,15303;91,73798;7,14
1,16364;80,43883;11,60
1,15722;73,74508;17,41
1,19177;85,35245;94,50
1,1409;71,54952;90,03
1,15298;78,31969;85,57
1,06276;82,73289;85,57
1,04172;71,91997;54,09
0,91395;59,45656;45,16
0,83657;59,54877;40,70
0,71054;62,504;36,23
0,77544;47,59161;40,70
0,71207;41,022;40,70
0,72037;45,7883;40,70
0,82795;89,48289;40,70
0,97517;93,71165;139,36
1,10745;108,36903;76,64
1,09111;126,95626;40,70
1,07691;126,62281;49,63
1,06567;121,04909;20,98
1,0553;127,86614;4,01
1,04122;161,41354;2,68
1,0296;136,09936;2,68
1,01714;151,54547;2,68
1,00787;136,98341;7,14
1,00361;112,12314;11,60
0,99391;179,72036;17,41
0,97872;213,24577;94,50
0,9738;146,11099;90,03
0,96484;178,94085;85,57
0,96501;141,65222;85,57
0,98085;134,39538;54,09
1,00201;141,48632;45,16
1,01993;128,15632;40,70
1,03276;99,65059;36,23
1,03171;117,29883;40,70
1,0173;119,95434;40,70
0,99158;131,23706;40,70
0,96532;138,34026;40,70
0,95054;133,97446;139,36
0,9341;173,22645;76,64
0,92303;147,86624;40,70
0,91584;141,701;49,63
0,91295;113,95579;20,98
0,90847;130,14908;4,01
0,90203;146,75691;2,68
0,89219;151,63375;2,68
0,88475;139,35105;2,68
0,87844;138,7542;7,14
0,87254;139,05716;11,60
0,86737;220,46877;17,41
0,86191;206,25927;94,50
0,85717;183,96656;90,03
1,39113;166,4529;85,57
2,72982;112,61635;85,57
2,88805;82,21044;54,09
3,69137;78,09625;45,16
3,92782;61,69093;40,70
2,37498;81,28163;36,23
3,44562;60,25963;40,70
4,24011;60,95915;40,70
4,30906;68,3581;40,70
3,62324;80,81881;40,70
1,69347;119,25784;139,36
1,10482;148,5148;76,64
1,07637;98,88399;40,70
1,05719;104,83038;49,63
1,04226;108,04659;20,98
1,02857;112,47122;4,01
1,01651;121,19347;2,68
1,00506;115,69093;2,68
0,99418;117,94609;2,68
0,98387;117,83909;7,14
0,97376;121,09058;11,60
0,96537;191,48981;17,41
0,95681;182,21364;94,50
0,9485;163,02646;90,03
1,48039;137,90313;85,57
2,89121;86,35776;85,57
3,11983;84,12604;54,09
3,99061;57,53951;45,16
4,22849;54,21281;40,70
2,50819;64,5754;36,23
3,70881;53,55472;40,70
4,52232;51,27273;40,70
4,56887;57,27974;40,70
3,8474;70,71644;40,70
1,76672;101,30897;139,36
1,16051;140,16871;76,64
1,12805;102,99337;40,70
1,10437;107,44298;49,63
1,08693;109,38617;20,98
1,07167;116,31702;4,01
1,05763;122,84028;2,68
1,04422;115,97575;2,68
1,02998;121,17733;2,68
1,01506;132,08221;7,14
1,00068;137,11016;11,60
0,98832;211,62904;17,41
0,97774;196,15763;94,50
0,9702;158,59211;90,03
1,49798;166,40089;85,57
2,9399;100,70283;85,57
3,24831;80,86478;54,09
4,2574;58,47237;45,16
4,4977;48,41957;40,70
2,82452;26,30983;36,23
5,12004;13,27497;40,70
5,04773;21,51194;40,70
5,06311;31,68293;40,70
4,13644;65,59152;40,70
1,8426;95,33074;139,36
1,21257;120,49959;76,64
1,17668;84,85663;40,70
1,15134;98,57628;49,63
1,12776;116,83823;20,98
1,11049;112,01319;4,01
1,09494;123,49915;2,68
1,07811;123,32968;2,68
1,05757;158,06803;2,68
1,03874;162,26476;7,14
1,0213;168,78301;11,60
1,00762;230,06162;17,41
0,99366;239,09375;94,50
0,98182;208,02282;90,03
1,5106;182,86086;85,57
2,98655;134,89178;85,57
3,31209;99,05327;54,09
4,34481;52,72519;45,16
4,93895;24,04237;40,70
2,85534;18,95042;36,23
4,48701;10,49656;40,70
5,15384;18,78435;40,70
5,24137;28,07249;40,70
4,28668;56,43137;40,70
1,90498;50,39481;139,36
1,25737;107,79826;76,64
1,21307;113,7625;40,70
1,1807;129,43141;49,63
1,15175;162,75621;20,98
1,12866;157,95417;4,01
1,10685;182,66264;2,68
1,0857;173,56761;2,68
1,06686;174,79597;2,68
1,04917;180,15202;7,14
1,03285;181,26363;11,60
1,01808;261,72515;17,41
1,00505;249,03087;94,50
0,99384;222,11495;90,03
1,52365;190,52812;85,57
3,04326;137,33249;85,57
3,34522;94,97385;54,09
8,73158;51,93746;45,16
20,72254;19,25408;40,70
14,34258;16,61103;36,23
15,08225;6,66632;40,70
8,81872;11,3226;40,70
5,4788;17,48122;40,70
4,47589;52,30626;40,70
1,96152;82,4168;139,36
1,29928;116,48387;76,64
1,25554;102,89186;40,70
1,22455;112,76239;49,63
1,19715;141,54595;20,98
1,17426;146,25853;4,01
1,15248;168,13293;2,68
1,13178;156,37858;2,68
1,11198;166,15543;2,68
1,09331;172,24218;7,14
1,07746;167,08759;11,60
1,05995;221,37012;17,41
1,0474;189,89809;94,50
1,02948;239,39727;90,03
1,01203;234,00011;85,57
1,00956;211,1557;85,57
1,0271;162,74096;54,09
1,34712;136,51087;45,16
1,18373;126,92966;40,70
1,18597;97,36401;36,23
1,17152;53,0145;40,70
1,15894;73,91087;40,70
1,10188;101,10841;40,70
1,06223;101,10939;40,70
1,04063;118,48338;139,36
1,02598;110,18543;76,64
1,01466;107,0814;40,70
1,00258;122,43291;49,63
0,99352;108,21191;20,98
0,98731;104,33877;4,01
0,98855;60,64995;2,68
0,94508;51,47421;2,68
0,90143;43,49174;2,68
0,72287;61,88813;7,14
0,56331;60,00164;11,60
0,49029;76,61098;17,41
0,35178;76,28672;94,50
0,23431;71,70753;90,03
0,24532;75,69458;85,57
0,15275;71,92809;85,57
0,08103;42,48312;54,09
37,62436;76,34881;45,16
37,18691;67,1062;40,70
36,31228;71,77741;36,23
34,99768;60,08737;40,70
34,55941;64,79718;40,70
34,82079;75,77193;40,70
34,34263;77,83664;40,70
34,37975;69,78883;139,36
64,83018;95,45917;76,64
95,98775;124,55791;40,70
96,6302;122,92885;49,63
95,19906;126,80183;20,98
62,35859;99,72486;4,01
64,37659;106,49759;2,68
33,2832;52,16484;2,68
33,06072;51,10188;2,68
31,71605;52,8404;7,14
32,14656;53,61831;11,60
61,20356;172,64467;17,41
32,58644;134,67741;94,50
33,46636;117,07355;90,03
33,68462;102,17745;85,57
34,47692;74,66303;85,57
34,98438;69,50531;54,09
33,53971;64,63201;45,16
0,81094;23,14919;40,70
0,11992;19,52452;36,23
0,5226;16,96151;40,70
1,02584;19,29607;40,70
1,10255;25,79749;40,70
0,83303;50,19321;40,70
0,00985;56,58545;139,36
34,20227;96,26485;76,64
100,10176;123,71805;40,70
101,38459;133,65145;49,63
100,60611;125,88405;20,98
96,75871;106,22194;4,01
98,81745;102,67422;2,68
37,98055;35,3311;2,68
36,44379;35,56673;2,68
46,33316;35,90814;7,14
0,00079;13,43142;11,60
0,00173;92,96234;17,41
0,00173;87,28292;94,50
0,00173;68,09034;90,03
0,01594;56,04672;85,57
0,80635;29,73796;85,57
0,96842;24,3902;54,09
1,37758;22,89321;45,16
1,55881;15,4352;40,70
1,01601;12,34594;36,23
1,65338;10,49752;40,70
1,96871;12,4789;40,70
1,96427;17,17117;40,70
1,65943;30,62104;40,70
41,43178;74,53768;139,36
40,54645;91,33089;76,64
41,00511;53,61266;40,70
39,85241;56,04114;49,63
40,07446;59,24127;20,98
40,98916;61,35876;4,01
40,52587;75,18747;2,68
40,06656;58,96122;2,68
39,83731;59,15833;2,68
39,83629;64,96721;7,14
0,0348;30,72549;11,60
0,0408;111,6068;17,41
0,0316;109,44172;94,50
0,05386;82,05239;90,03
0,345;67,95513;85,57
1,51016;28,95996;85,57
1,64604;21,32506;54,09
2,04393;17,86406;45,16
2,16155;13,83487;40,70
1,24739;9,72321;36,23
1,91794;9,48265;40,70
2,39782;13,39592;40,70
2,56231;25,84472;40,70
2,65145;43,01682;40,70
1,08766;60,10103;139,36
0,57475;65,86259;76,64
0,57603;23,21163;40,70
0,71482;31,16462;49,63
0,74751;44,12773;20,98
0,82416;55,20193;4,01
0,88026;65,84988;2,68
0,9586;65,07127;2,68
0,95264;67,79867;2,68
0,92535;69,78428;7,14
0,83312;70,18601;11,60
0,74259;135,3763;17,41
0,82466;123,21828;94,50
0,88469;117,50352;90,03
1,37658;93,64155;85,57
2,75281;62,14767;85,57
2,8208;54,17378;54,09
3,60634;25,73856;45,16
3,26864;21,01899;40,70
1,94366;19,50295;36,23
2,62932;24,70027;40,70
3,54;29,45863;40,70
3,78081;37,97873;40,70
3,27821;55,32693;40,70
1,57526;68,3147;139,36
1,05222;92,25891;76,64
1,0656;55,00489;40,70
1,176;52,67844;49,63
1,15785;75,20373;20,98
1,14273;82,05031;4,01
1,12945;89,56052;2,68
1,11756;83,50543;2,68
1,10601;88,39251;2,68
1,09485;91,73415;7,14
1,0841;94,76439;11,60
1,07487;164,61656;17,41
1,06528;159,61794;94,50
1,05542;146,8066;90,03
1,58362;132,26924;85,57
3,0618;75,09443;85,57
3,35496;68,68755;54,09
4,4603;38,27959;45,16
4,77623;29,63121;40,70
2,84561;23,62876;36,23
5,88456;13,88324;40,70
4,59627;17,61807;40,70
4,69506;33,41371;40,70
4,22297;55,38516;40,70
1,95109;62,1354;139,36
1,30238;111,42078;76,64
1,26176;96,08249;40,70
1,23151;110,08555;49,63
1,20702;127,24713;20,98
1,18524;142,68535;4,01
1,16585;152,41715;2,68
1,15003;135,24579;2,68
1,13513;139,62514;2,68
1,12099;141,1905;7,14
1,10741;143,6908;11,60
1,09395;174,00942;17,41
1,08181;170,74623;94,50
1,06871;178,47406;90,03
1,05533;179,95236;85,57
1,04403;182,0024;85,57
1,04762;179,56221;54,09
1,06286;165,30107;45,16
1,0766;155,3507;40,70
1,11602;145,28106;36,23
1,11498;143,19815;40,70
1,09513;150,93225;40,70
1,04712;172,93915;40,70
1,01543;182,71843;40,70
0,99549;185,84755;139,36
0,98049;184,9854;76,64
0,96601;195,78421;40,70
0,9534;193,97068;49,63
0,94077;206,21717;20,98
0,92891;212,609;4,01
0,91638;231,73458;2,68
0,9039;207,21716;2,68
0,89334;200,83255;2,68
0,88623;183,06277;7,14
0,87663;202,50471;11,60
0,86881;224,15386;17,41
0,85801;248,10791;94,50
0,84691;246,13788;90,03
0,8349;253,78727;85,57
0,82681;242,08817;85,57
0,83169;247,37292;54,09
0,87812;223,11746;45,16
0,91239;212,70791;40,70
0,92203;201,53837;36,23
0,91987;201,86341;40,70
0,90044;206,73289;40,70
0,8646;225,07212;40,70
0,82742;231,60113;40,70
0,80827;232,576;139,36
0,79508;229,12207;76,64
0,78584;216,04676;40,70
0,77783;215,42899;49,63
0,77017;217,88689;20,98
0,76293;221,39588;4,01
0,75558;231,31648;2,68
0,74847;200,83726;2,68
0,74148;201,74279;2,68
0,73819;177,54137;7,14
0,73498;178,08003;11,60
0,73096;266,78923;17,41
0,72653;256,15939;94,50
0,71985;253,51227;90,03
1,25089;241,49257;85,57
2,46192;165,6151;85,57
2,58294;156,86475;54,09
3,10081;138,74303;45,16
3,32365;121,66804;40,70
2,11517;99,43783;36,23
2,91787;118,17902;40,70
3,59583;115,02078;40,70
3,67216;89,34507;40,70
3,10183;144,83562;40,70
1,52979;174,75989;139,36
0,9677;203,73042;76,64
0,94461;132,50258;40,70
0,93074;136,84757;49,63
0,91972;142,38145;20,98
0,90448;181,27894;4,01
0,88647;209,20068;2,68
0,87366;163,36633;2,68
0,8592;188,55504;2,68
0,84322;205,9966;7,14
0,82859;207,3809;11,60
0,81545;293,28062;17,41
0,80554;270,85753;94,50
0,79445;267,22655;90,03
1,32311;242,77074;85,57
2,57117;191,06871;85,57
2,67662;175,76056;54,09
3,32709;148,05747;45,16
3,60458;108,19286;40,70
2,2697;76,56237;36,23
3,21894;48,81583;40,70
3,97051;44,42232;40,70
4,02069;60,67467;40,70
3,34614;98,82128;40,70
1,61129;135,3119;139,36
1,03783;162,10305;76,64
1,00457;131,50719;40,70
0,9807;143,60059;49,63
0,96356;140,04531;20,98
0,94775;160,25219;4,01
0,93231;176,0968;2,68
0,91951;148,06967;2,68
0,90536;166,64678;2,68
0,89476;147,75094;7,14
0,88511;148,52504;11,60
0,8725;247,87888;17,41
0,85905;247,24372;94,50
0,84625;230,47641;90,03
1,38779;114,70564;85,57
2,67088;147,17844;85,57
2,80871;117,22256;54,09
3,60591;66,49315;45,16
3,87779;32,10498;40,70
2,36014;122,37237;36,23
3,39832;64,32345;40,70
4,13792;101,32301;40,70
4,14417;117,37267;40,70
3,4446;144,92885;40,70
1,6423;154,74654;139,36
1,06002;210,84268;76,64
1,02929;149,7394;40,70
1,00874;150,75482;49,63
0,98808;178,21186;20,98
0,96906;184,2512;4,01
0,95176;193,93278;2,68
0,93628;172,02424;2,68
0,92235;176,16869;2,68
0,90754;187,58827;7,14
0,8942;180,97035;11,60
0,8821;254,27401;17,41
0,86977;253,79112;94,50
0,8583;230,84579;90,03
1,38805;196,16321;85,57
2,68241;135,53541;85,57
2,85022;117,37763;54,09
5,18283;93,87327;45,16
13,41074;64,71994;40,70
12,34834;54,35592;36,23
8,84748;41,05892;40,70
7,03722;23,15545;40,70
4,35508;62,39283;40,70
3,60697;85,29153;40,70
1,71197;135,34161;139,36
1,12287;152,51091;76,64
1,08503;135,78837;40,70
1,05957;136,9226;49,63
1,0387;147,88752;20,98
1,02219;145,93217;4,01
1,00613;160,79432;2,68
0,99094;146,30429;2,68
0,97626;150,99821;2,68
0,96213;155,47448;7,14
0,94928;152,85191;11,60
0,94404;178,37618;17,41
0,93199;219,43617;94,50
0,91859;205,64142;90,03
1,44509;186,27399;85,57
2,76396;134,60471;85,57
2,95237;125,20683;54,09
3,78817;105,09269;45,16
4,03976;83,53731;40,70
2,43409;94,42153;36,23
3,55232;79,56857;40,70
4,32638;79,75384;40,70
4,36288;78,36758;40,70
3,6341;114,48979;40,70
1,69996;151,74365;139,36
1,10913;183,59327;76,64
1,07579;145,19777;40,70
1,05193;150,61869;49,63
1,02834;192,59663;20,98
1,0106;171,98291;4,01
0,99435;181,06165;2,68
0,97503;189,2396;2,68
0,95897;175,1844;2,68
0,94474;172,94422;7,14
0,92867;191,47025;11,60
0,91025;245,05578;17,41
0,89333;247,12525;94,50
0,87868;241,13362;90,03
0,86525;237,30677;85,57
0,85411;233,79192;85,57
0,85673;219,51854;54,09
0,87252;198,27347;45,16
0,88786;186,77327;40,70
0,89592;170,48533;36,23
0,89333;166,18088;40,70
0,87941;165,13292;40,70
0,85445;174,48997;40,70
0,83007;177,77285;40,70
0,81624;175,87293;139,36
0,80494;177,52796;76,64
0,79496;176,61864;40,70
0,78658;171,60589;49,63
0,77883;173,34199;20,98
0,77109;179,44331;4,01
0,76343;187,92743;2,68
0,75707;159,2277;2,68
0,75249;148,31104;2,68
0,7456;163,80013;7,14
0,73845;163,26274;11,60
0,73486;169,75185;17,41
0,7286;183,79573;94,50
0,72262;174,42725;90,03
0,71707;166,97065;85,57
0,71264;164,22171;85,57
0,71875;165,97507;54,09
0,73869;151,37412;45,16
0,7575;137,41767;40,70
0,76803;137,65561;36,23
0,76784;135,20188;40,70
0,75609;139,8415;40,70
0,73477;146,34755;40,70
0,71298;154,64421;40,70
0,70167;154,04879;139,36
0,6931;155,39286;76,64
0,68583;154,68644;40,70
0,67906;157,49413;49,63
0,67268;161,6471;20,98
0,66685;165,02366;4,01
0,66096;175,80469;2,68
0,65693;147,29757;2,68
0,65213;155,1107;2,68
0,64655;159,94941;7,14
0,64093;161,48374;11,60
0,63847;228,5265;17,41
0,63537;217,59954;94,50
0,63089;209,35378;90,03
1,1769;108,58951;85,57
2,29658;124,50063;85,57
2,42514;113,12477;54,09
2,88116;89,88385;45,16
3,00148;78,30988;40,70
1,9612;103,79688;36,23
2,70665;75,15561;40,70
3,20889;72,47482;40,70
3,29424;79,118;40,70
2,80496;99,38258;40,70
1,45634;138,82984;139,36
0,89825;155,2663;76,64
0,87105;116,63866;40,70
0,85386;120,4029;49,63
0,84173;115,36648;20,98
0,83063;126,05119;4,01
0,8196;135,29957;2,68
0,81018;123,8147;2,68
0,80121;125,87168;2,68
0,79289;125,64004;7,14
0,78625;115,32169;11,60
0,78353;170,38795;17,41
0,78001;159,91021;94,50
0,77406;154,71042;90,03
1,26428;128,88077;85,57
2,38367;89,35234;85,57
2,31984;76,83284;54,09
2,67519;62,37371;45,16
2,70019;46,82452;40,70
1,67999;51,19127;36,23
2,48395;36,09146;40,70
3,03808;44,60557;40,70
2,97531;55,54863;40,70
2,477;73,06707;40,70
1,15348;94,60881;139,36
0,65428;126,0643;76,64
0,6242;82,57033;40,70
0,77554;88,54115;49,63
0,71758;89,73152;20,98
0,72538;95,35892;4,01
0,58268;101,0749;2,68
0,61184;94,70921;2,68
0,53532;93,93809;2,68
0,52436;90,21737;7,14
0,53504;96,10665;11,60
0,48298;165,68608;17,41
0,43174;145,75453;94,50
0,42201;138,88411;90,03
0,82603;87,29479;85,57
1,92263;48,40163;85,57
2,09286;43,63579;54,09
2,41473;37,85123;45,16
2,36983;29,24576;40,70
1,32638;42,16107;36,23
1,89268;35,23561;40,70
2,20061;42,21586;40,70
2,01322;41,8584;40,70
38,02871;98,61767;40,70
37,19766;108,25805;139,36
36,35931;130,53237;76,64
99,268;124,78935;40,70
98,17211;113,77698;49,63
96,9463;115,36754;20,98
97,89878;118,29684;4,01
97,83002;120,36111;2,68
31,27874;49,51023;2,68
33,23066;52,39541;2,68
0,00079;20,14798;7,14
0,00082;21,88193;11,60
0,00526;96,4992;17,41
0,03297;90,4913;94,50
0,05535;72,86934;90,03
0,43753;56,97675;85,57
1,69348;28,17752;85,57
1,75605;19,87085;54,09
2,27365;15,85531;45,16
2,32866;10,15647;40,70
1,30137;9,4562;36,23
2,12011;3,52783;40,70
2,29635;14,86726;40,70
2,44;35,4753;40,70
2,13076;56,48933;40,70
1,02957;68,32433;139,36
0,51343;93,24355;76,64
0,42414;49,26491;40,70
0,36507;52,0852;49,63
0,33057;59,69862;20,98
0,2998;52,14656;4,01
0,27025;63,13991;2,68
0,26053;59,0455;2,68
0,29631;37,85408;2,68
0,2896;53,53318;7,14
0,32775;40,9845;11,60
0,34344;128,46421;17,41
0,25408;105,67581;94,50
0,26889;88,28595;90,03
0,75722;83,30196;85,57
1,75965;49,6328;85,57
1,73892;36,19967;54,09
2,04506;39,57289;45,16
2,07709;30,60761;40,70
0,9529;32,42543;36,23
1,53222;26,73728;40,70
1,85973;33,58475;40,70
1,78041;38,45819;40,70
1,50362;54,5376;40,70
0,30754;62,58802;139,36
0,00177;73,9763;76,64
0,00165;30,6427;40,70
0,00161;33,17242;49,63
0,00157;37,4944;20,98
0,00164;49,18804;4,01
0,00164;56,09014;2,68
0,00252;38,2073;2,68
0,00076;38,74644;2,68
0,00079;40,01843;7,14
0,00595;41,63259;11,60
0,00889;62,60295;17,41
0,02288;73,44051;94,50
0,02635;71,10746;90,03
0,05085;69,15254;85,57
0,05793;72,27627;85,57
0,05939;65,81993;54,09
0,09558;58,7408;45,16
0,13668;45,89802;40,70
0,18706;30,03962;36,23
0,17568;53,56884;40,70
0,14814;50,12847;40,70
0,1713;45,07322;40,70
0,16081;75,09897;40,70
0,15467;74,24136;139,36
0,1508;63,89474;76,64
0,12602;64,36034;40,70
0,09043;64,35167;49,63
0,04972;32,24502;20,98
39,15627;94,09049;4,01
0,00595;62,33128;2,68
0,1242;69,78292;2,68
0,32207;88,91604;2,68
0,45516;92,70927;7,14
0,48161;95,01921;11,60
0,37761;107,56834;17,41
0,57136;113,1343;94,50
0,55093;108,92099;90,03
0,6594;106,96047;85,57
0,5964;104,68249;85,57
0,60283;95,30555;54,09
0,43929;69,58964;45,16
0,39126;44,23075;40,70
0,55678;39,79385;36,23
0,35171;34,78738;40,70
0,29205;38,47547;40,70
0,34726;56,46275;40,70
0,39579;76,89473;40,70
0,55176;79,87971;139,36
0,60852;84,85749;76,64
0,66765;89,41369;40,70
0,70667;93,27981;49,63
0,70304;98,46495;20,98
0,69954;104,49589;4,01
0,6966;111,81847;2,68
0,69234;107,81798;2,68
0,68944;107,42073;2,68
0,68469;119,24375;7,14
0,67953;119,38186;11,60
0,68179;155,05099;17,41
0,67576;199,22744;94,50
0,67031;166,65871;90,03
1,20352;170,67996;85,57
2,29718;105,7736;85,57
2,43764;68,35811;54,09
2,71238;48,48236;45,16
11,34018;32,76054;40,70
10,70289;24,69051;36,23
13,77186;17,84058;40,70
4,23327;20,40746;40,70
2,12713;27,71384;40,70
1,70098;52,31056;40,70
0,54395;65,29077;139,36
0,07676;79,05018;76,64
0,21082;41,14591;40,70
0,41865;51,89083;49,63
0,6661;61,51559;20,98
0,5941;54,01368;4,01
0,82469;62,15288;2,68
0,88635;48,39474;2,68
0,88302;55,48297;2,68
0,87259;95,60479;7,14
0,86149;100,94639;11,60
0,85552;157,28265;17,41
0,84821;161,50759;94,50
0,8438;128,07302;90,03
1,37987;103,73273;85,57
2,59438;46,05831;85,57
2,71104;55,15751;54,09
3,25829;33,97577;45,16
3,40179;46,05411;40,70
2,10733;51,87223;36,23
2,79864;43,83374;40,70
3,3804;43,28773;40,70
3,44489;48,39732;40,70
2,8344;63,82861;40,70
1,3826;85,62925;139,36
0,79936;112,41454;76,64
0,72867;64,68271;40,70
0,6669;66,7427;49,63
0,56561;68,35423;20,98
0,48667;72,27381;4,01
0,37163;34,70846;2,68
0,38608;25,61784;2,68
0,48683;27,27764;2,68
0,674;30,12403;7,14
0,7264;69,8278;11,60
0,69701;122,43777;17,41
0,86686;90,04294;94,50
0,88266;98,76388;90,03
1,37263;77,57591;85,57
2,58428;42,51205;85,57
2,76329;22,10573;54,09
3,61597;22,00901;45,16
3,7501;19,41672;40,70
2,28224;9,04131;36,23
3,17181;8,39847;40,70
3,72963;10,08821;40,70
3,81903;13,18187;40,70
3,27761;27,05928;40,70
1,68897;50,08923;139,36
1,15055;91,11286;76,64
1,11879;55,10118;40,70
1,11935;58,60164;49,63
1,08128;61,71609;20,98
1,10825;78,75458;4,01
1,09264;91,86926;2,68
1,07619;97,1756;2,68
1,06204;99,77284;2,68
1,04777;109,01588;7,14
1,03238;121,54334;11,60
1,0208;182,36343;17,41
1,00575;187,25451;94,50
0,99387;171,98426;90,03
1,52448;144,81651;85,57
2,89978;88,15304;85,57
3,14259;82,86969;54,09
4,05161;49,28288;45,16
4,46827;35,5163;40,70
2,67224;31,36539;36,23
11,45763;12,73984;40,70
4,77737;19,22904;40,70
4,7649;34,37888;40,70
3,9653;66,76942;40,70
1,84151;94,46459;139,36
1,23393;115,60829;76,64
1,20133;69,82533;40,70
1,17588;99,74765;49,63
1,15367;117,62023;20,98
1,13267;135,69231;4,01
1,11435;142,44685;2,68
1,0981;129,30361;2,68
1,08343;130,89529;2,68
1,06929;135,8529;7,14
1,05545;140,67527;11,60
1,04218;214,91452;17,41
1,02908;212,17458;94,50
1,01639;197,34866;90,03
1,54371;174,48134;85,57
2,99135;134,79472;85,57
3,27413;102,36899;54,09
4,30366;66,18301;45,16
4,6443;50,41139;40,70
2,7248;42,75485;36,23
4,05535;8,65236;40,70
4,898;50,50686;40,70
4,90597;62,01794;40,70
4,08223;84,6036;40,70
1,87044;116,15533;139,36
1,24693;144,07628;76,64
1,21257;105,57965;40,70
1,18933;110,81773;49,63
1,1669;134,16784;20,98
