Totale koudelevering [kW];Totale warmtelevering [kW];Totale warmtelevering [kW] SWW
7,19047;21,72277;45,16
7,24095;17,99664;40,70
4,12162;14,29486;36,23
5,9976;11,23134;40,70
14,72585;9,75627;40,70
43,4488;32,99932;40,70
44,84559;43,06836;40,70
102,40592;99,36904;139,36
67,0613;80,62309;76,64
106,2388;69,31298;40,70
99,9824;80,01879;49,63
98,96503;88,0425;20,98
98,79809;92,81002;4,01
97,81532;96,39077;2,68
37,40504;28,68248;2,68
37,98791;28,24098;2,68
38,03022;27,98754;7,14
37,03993;29,02661;11,60
71,19581;112,90137;17,41
76,13493;103,37875;94,50
109,73288;114,27434;90,03
108,78021;105,98973;85,57
117,87387;80,19513;85,57
123,31271;69,90176;54,09
129,91727;58,38541;45,16
166,85834;26,80364;40,70
152,67569;28,85899;36,23
202,83006;29,87656;40,70
307,98288;21,69861;40,70
229,8003;25,71808;40,70
251,40303;18,54196;40,70
218,97264;23,18949;139,36
148,33304;48,91114;76,64
135,94572;34,29089;40,70
135,86717;34,67607;49,63
141,72846;29,32671;20,98
135,88107;37,30406;4,01
138,16116;38,48554;2,68
86,50468;4,69324;2,68
75,69411;8,28927;2,68
84,09716;5,94383;7,14
84,16675;6,10166;11,60
138,42093;90,94411;17,41
131,28005;95,54414;94,50
131,09758;78,21162;90,03
133,72403;66,57738;85,57
139,6019;45,24935;85,57
155,69026;25,2253;54,09
209,70911;16,19876;45,16
257,4454;15,19324;40,70
248,918;7,24779;36,23
320,32652;7,47435;40,70
326,31893;8,33167;40,70
350,65764;9,40489;40,70
352,15599;4,04037;40,70
288,19955;9,95568;139,36
233,91346;24,18403;76,64
194,57728;9,31568;40,70
152,56137;17,95953;49,63
178,14867;11,27076;20,98
149,87669;21,4767;4,01
141,73544;32,75159;2,68
66,20601;10,19482;2,68
69,03645;9,54232;2,68
76,73891;7,24208;7,14
77,12325;7,00827;11,60
135,996;85,18045;17,41
128,22008;92,51975;94,50
128,91412;75,57555;90,03
130,27892;67,86843;85,57
134,47645;50,21924;85,57
164,06379;29,57715;54,09
231,32091;17,98876;45,16
286,63498;9,40094;40,70
327,51919;3,52911;36,23
361,10813;4,19056;40,70
422,83619;4,92244;40,70
353,60738;6,81181;40,70
342,21807;7,12802;40,70
279,94655;7,53416;139,36
228,48693;24,06855;76,64
205,863;14,375;40,70
178,2085;10,05356;49,63
169,0988;11,75113;20,98
184,18167;25,10511;4,01
180,89018;26,91197;2,68
96,47896;4,02307;2,68
91,94451;3,94344;2,68
85,11057;6,18634;7,14
68,93517;12,26779;11,60
87,21103;73,37734;17,41
50,37154;64,30839;94,50
36,33647;49,85413;90,03
29,17554;53,36907;85,57
34,10345;33,78287;85,57
67,09309;25,23801;54,09
119,41584;4,15087;45,16
160,41428;0,91539;40,70
160,98709;0,27778;36,23
216,52928;0,30731;40,70
295,90091;0,41868;40,70
281,87056;1,59961;40,70
241,90905;2,08918;40,70
181,62303;2,08839;139,36
80,32149;14,8516;76,64
28,15696;0,24149;40,70
8,39318;0,2365;49,63
0,49872;0,68498;20,98
0,60805;2,32523;4,01
0,72399;5,34811;2,68
0,88918;1,229;2,68
0,93729;1,62262;2,68
1,01678;2,01521;7,14
1,09802;2,35909;11,60
0,99698;14,75326;17,41
0,8932;16,84382;94,50
1,03144;15,81539;90,03
0,99159;10,23233;85,57
1,0533;8,23361;85,57
0,95176;4,71074;54,09
8,45144;2,54507;45,16
54,48862;0,39918;40,70
48,43621;0,27877;36,23
96,04099;0,27209;40,70
108,0236;0,42463;40,70
67,15413;0,85466;40,70
67,06469;0,70491;40,70
53,45116;0,90269;139,36
22,58227;1,51586;76,64
2,24376;2,93098;40,70
1,05687;5,45117;49,63
0,59368;5,59704;20,98
0,94044;10,41729;4,01
1,39458;18,50333;2,68
1,47275;6,34383;2,68
1,48985;7,5249;2,68
1,31679;7,4558;7,14
1,17481;7,54258;11,60
1,00095;26,17281;17,41
0,83087;26,69624;94,50
0,81414;23,67438;90,03
0,70673;19,18677;85,57
0,6811;13,79298;85,57
0,59043;11,13621;54,09
2,24834;6,65218;45,16
6,86178;2,4937;40,70
85,32519;1,16288;36,23
45,99295;1,17976;40,70
33,72584;1,55673;40,70
46,53101;2,41845;40,70
48,29314;2,59277;40,70
56,44591;2,22511;139,36
39,65639;4,30559;76,64
26,55895;5,33008;40,70
15,64576;7,88204;49,63
17,89478;5,20839;20,98
0,46837;9,34192;4,01
0,62397;18,82575;2,68
0,54259;1,94317;2,68
0,50553;4,56844;2,68
0,61722;7,10356;7,14
0,99177;9,90742;11,60
1,07772;90,12058;17,41
1,28373;83,90577;94,50
1,15353;66,63528;90,03
2,51715;54,73989;85,57
5,80935;32,01808;85,57
5,9361;22,02317;54,09
6,89081;21,27902;45,16
22,51226;8,0049;40,70
8,03832;10,20728;36,23
14,64719;8,67081;40,70
17,78255;8,49196;40,70
23,45338;7,99543;40,70
9,24847;20,11632;40,70
3,03359;21,26099;139,36
1,59237;37,30454;76,64
1,35948;0,30944;40,70
1,49806;0,57976;49,63
1,35331;1,63938;20,98
1,34974;5,55381;4,01
1,25411;10,59072;2,68
38,59563;38,14497;2,68
36,61978;35,40921;2,68
34,81988;32,38046;7,14
33,02119;33,54114;11,60
32,60386;99,77595;17,41
37,03287;100,40262;94,50
1,14139;58,36363;90,03
2,24508;49,43481;85,57
5,44181;27,82224;85,57
5,58181;20,92958;54,09
6,54193;19,66567;45,16
6,66653;13,75468;40,70
4,04686;11,20653;36,23
5,73242;9,03247;40,70
7,28713;10,29675;40,70
7,44955;12,91848;40,70
6,21203;24,13754;40,70
2,48853;26,35792;139,36
65,68654;97,67023;76,64
96,9867;89,63276;40,70
97,53916;88,02973;49,63
99,82529;91,49271;20,98
97,12817;96,00291;4,01
95,63547;103,51368;2,68
33,39503;33,12607;2,68
33,12641;33,95891;2,68
32,89809;36,63591;7,14
33,0342;35,62207;11,60
64,97195;136,86867;17,41
65,73882;130,54544;94,50
67,09027;112,23902;90,03
37,1774;72,5465;85,57
4,53304;19,56828;85,57
4,59004;14,63163;54,09
5,88286;9,54591;45,16
8,32664;3,64703;40,70
3,34427;4,57659;36,23
6,57859;3,18231;40,70
11,4697;3,33622;40,70
21,23396;3,63957;40,70
11,72963;12,887;40,70
3,14028;16,08929;139,36
0,78066;30,83669;76,64
0,93482;0,95679;40,70
1,0909;1,97273;49,63
1,1111;4,23325;20,98
1,14041;8,31709;4,01
1,10829;15,06364;2,68
1,11044;5,81108;2,68
1,14781;8,23387;2,68
1,25264;9,65308;7,14
1,20051;8,49155;11,60
1,31283;74,40823;17,41
1,36382;66,5694;94,50
1,34328;59,40971;90,03
2,60206;36,35246;85,57
6,07596;17,96201;85,57
8,34049;5,63367;54,09
10,69475;8,96207;45,16
11,91667;4,58074;40,70
23,32733;1,83171;36,23
55,42622;0,42762;40,70
112,007;0,64153;40,70
103,39794;2,03048;40,70
84,2886;5,30218;40,70
19,81704;7,74165;139,36
1,93876;27,24522;76,64
1,79203;3,3803;40,70
1,86686;4,06953;49,63
1,83258;3,50239;20,98
2,13146;9,02494;4,01
2,07342;17,98706;2,68
2,02229;13,1619;2,68
2,10808;10,18848;2,68
2,50598;17,1136;7,14
2,71411;19,66576;11,60
2,72982;81,15445;17,41
2,94307;78,5184;94,50
2,62423;59,97433;90,03
4,18719;49,0138;85,57
7,77393;26,56633;85,57
7,66741;19,45136;54,09
8,33563;12,42193;45,16
18,82271;4,19669;40,70
6,03861;3,43073;36,23
6,75664;7,34394;40,70
9,53721;3,76424;40,70
9,9556;5,10451;40,70
7,32623;13,90404;40,70
2,61614;16,53581;139,36
1,1407;34,94387;76,64
1,08211;3,31657;40,70
1,00868;3,3891;49,63
1,04833;8,48752;20,98
1,36577;14,7596;4,01
1,60568;19,46627;2,68
1,74373;14,85948;2,68
1,71237;14,17236;2,68
1,68001;17,76994;7,14
1,82407;21,6836;11,60
2,06196;38,42669;17,41
2,03771;38,24899;94,50
1,97356;35,50013;90,03
1,83248;32,06023;85,57
1,54885;25,76033;85,57
1,23024;13,88396;54,09
3,4234;5,63623;45,16
24,74306;1,51254;40,70
100,97472;0,95142;36,23
131,26762;0,83674;40,70
213,22637;0,8701;40,70
222,81087;1,42984;40,70
203,20736;1,79115;40,70
116,59408;1,37874;139,36
69,26093;1,79308;76,64
59,19687;2,17021;40,70
62,40698;2,38204;49,63
78,66352;2,55055;20,98
7,93269;5,12649;4,01
3,5759;12,96218;2,68
0,09082;1,28581;2,68
0,24585;2,11003;2,68
0,40723;2,99621;7,14
0,51614;6,05226;11,60
0,62431;27,39692;17,41
0,7256;27,32885;94,50
0,80159;26,96151;90,03
0,9291;23,56317;85,57
0,91514;25,09469;85,57
0,78178;12,65509;54,09
0,59635;10,20983;45,16
20,42314;3,22452;40,70
41,29328;2,34761;36,23
55,4553;2,06636;40,70
99,11948;2,23173;40,70
75,79812;3,49758;40,70
36,9829;3,55012;40,70
14,66522;4,88794;139,36
0,62217;10,07696;76,64
1,03328;13,33456;40,70
0,70138;15,55656;49,63
0,76094;18,06454;20,98
0,84968;23,75208;4,01
0,75933;31,15756;2,68
0,61688;12,95345;2,68
0,50919;12,00729;2,68
0,49841;12,78228;7,14
0,51039;15,1275;11,60
0,38956;96,96298;17,41
0,54323;76,7229;94,50
0,59089;65,67627;90,03
1,53644;47,76232;85,57
4,23399;26,83745;85,57
4,54864;22,35088;54,09
16,55379;12,16346;45,16
23,20782;6,79769;40,70
6,47403;10,26346;36,23
21,13715;5,65702;40,70
17,97277;6,56698;40,70
17,44365;8,29362;40,70
13,11087;18,63169;40,70
4,48759;21,0343;139,36
6,64657;35,34462;76,64
5,59067;0,30799;40,70
6,36856;0,30274;49,63
5,43319;0,94067;20,98
6,26388;4,71495;4,01
0,23547;10,04736;2,68
0,334;0,98079;2,68
0,36539;1,35135;2,68
1,20603;2,43348;7,14
1,36644;3,02229;11,60
1,43445;64,8219;17,41
1,3455;60,89681;94,50
1,37147;43,40751;90,03
2,52251;34,53391;85,57
5,72291;15,44409;85,57
5,86331;10,40243;54,09
13,10986;7,52348;45,16
13,87058;4,72256;40,70
11,86196;4,40336;36,23
38,49244;1,4295;40,70
18,76436;3,183;40,70
46,80781;3,30475;40,70
15,23789;9,91226;40,70
4,05818;12,08624;139,36
2,12425;28,1149;76,64
2,22323;0,68451;40,70
2,34352;1,1192;49,63
2,25392;1,49767;20,98
2,09633;3,72338;4,01
2,10009;7,8675;2,68
2,1871;3,65899;2,68
2,2412;4,3105;2,68
2,819;5,6004;7,14
2,09543;5,1886;11,60
2,03998;62,63631;17,41
2,17598;57,95757;94,50
2,27721;40,18829;90,03
3,95502;30,3392;85,57
7,71706;12,25919;85,57
7,52195;10,32997;54,09
18,14407;5,99454;45,16
9,90028;5,32431;40,70
6,23615;5,18293;36,23
11,35623;1,50469;40,70
14,983;2,13642;40,70
12,45158;4,94637;40,70
24,44886;10,40184;40,70
5,09221;14,28808;139,36
1,81011;37,02913;76,64
2,2468;7,7925;40,70
2,06452;10,10471;49,63
1,88302;11,39965;20,98
2,22513;17,38073;4,01
2,39509;22,72751;2,68
2,14556;17,38713;2,68
2,40512;19,98518;2,68
2,50749;21,93021;7,14
2,05771;20,71751;11,60
1,95816;80,27992;17,41
1,78803;67,5731;94,50
1,6584;50,4294;90,03
2,9475;35,10643;85,57
6,39449;20,5916;85,57
6,25375;19,93132;54,09
7,29064;15,29077;45,16
7,11247;10,7781;40,70
4,04992;6,07438;36,23
8,44826;2,5175;40,70
14,64324;2,03991;40,70
11,71659;5,10921;40,70
8,38035;14,58599;40,70
1,90461;16,84824;139,36
0,65976;31,30358;76,64
0,61442;0,27974;40,70
0,56726;0,6116;49,63
0,58364;1,87396;20,98
0,50214;5,57238;4,01
0,4761;10,67192;2,68
0,5572;1,84615;2,68
33,80918;34,20021;2,68
33,97682;33,00025;7,14
34,18974;32,70699;11,60
64,2978;124,65601;17,41
62,58825;122,36921;94,50
62,07604;105,96596;90,03
64,72995;97,65758;85,57
36,44483;47,83663;85,57
63,92961;69,53406;54,09
65,05596;68,08571;45,16
103,43442;96,41955;40,70
72,06046;77,01959;36,23
6,46864;4,89321;40,70
7,64476;7,16922;40,70
28,78651;3,33796;40,70
26,31587;12,3193;40,70
3,12484;17,84312;139,36
1,47733;38,15985;76,64
1,73674;8,78225;40,70
2,22357;13,71874;49,63
2,58124;18,26532;20,98
2,72268;23,06877;4,01
2,42737;27,34313;2,68
2,52084;25,43879;2,68
2,16447;24,71355;2,68
2,01994;25,40575;7,14
1,99357;26,78278;11,60
2,04556;41,24725;17,41
2,25491;43,67018;94,50
2,08023;40,32807;90,03
2,02125;37,02952;85,57
2,01315;34,28305;85,57
1,76458;23,98267;54,09
1,64531;17,83821;45,16
1,51999;11,87059;40,70
1,40952;7,62502;36,23
1,47375;6,42205;40,70
1,48418;7,81147;40,70
1,53952;12,86044;40,70
1,47482;18,15272;40,70
1,51059;21,42064;139,36
1,56285;28,77343;76,64
1,79243;32,69492;40,70
1,90122;35,09746;49,63
1,7575;34,49216;20,98
1,76641;34,44388;4,01
1,92858;41,94711;2,68
1,83985;15,72177;2,68
1,93161;28,91832;2,68
2,13661;31,42279;7,14
2,0441;26,39033;11,60
2,13776;46,6639;17,41
2,27832;47,91776;94,50
2,50905;46,65384;90,03
2,48606;44,87048;85,57
2,48674;53,10415;85,57
2,52686;23,27733;54,09
7,66732;16,11354;45,16
25,60136;15,69768;40,70
22,04113;8,30399;36,23
22,81612;4,4842;40,70
23,85406;4,41953;40,70
4,88783;7,80308;40,70
2,15151;12,95503;40,70
1,54058;17,1151;139,36
1,86541;29,70532;76,64
2,5534;35,83748;40,70
2,67285;27,25523;49,63
2,7501;38,80686;20,98
2,69212;40,258;4,01
2,63663;53,75394;2,68
2,59669;29,08513;2,68
2,55887;32,05761;2,68
2,52206;33,37893;7,14
2,47721;45,69341;11,60
2,44248;109,7828;17,41
2,40356;113,60845;94,50
2,36731;102,99105;90,03
4,03616;94,83897;85,57
7,79024;77,9738;85,57
8,127;42,19417;54,09
18,81237;16,65625;45,16
39,88943;8,42957;40,70
40,44973;11,92402;36,23
39,13819;8,90303;40,70
51,74235;6,92332;40,70
53,2045;10,28102;40,70
40,91127;21,06521;40,70
3,76754;31,52433;139,36
2,37982;52,38042;76,64
2,77063;23,7221;40,70
3,11506;28,07203;49,63
3,00912;30,07917;20,98
2,91059;44,75084;4,01
2,83315;41,96887;2,68
2,74506;57,71245;2,68
2,65964;67,45688;2,68
2,60599;41,83775;7,14
2,56501;37,94615;11,60
2,52058;120,19893;17,41
2,46675;125,342;94,50
2,40518;126,05355;90,03
4,0915;90,39952;85,57
7,96274;63,78155;85,57
8,2331;27,62368;54,09
26,45399;7,75608;45,16
46,7769;3,18641;40,70
44,88644;6,52522;36,23
44,66904;4,1323;40,70
72,72545;3,38771;40,70
66,63937;5,29552;40,70
45,45759;15,43212;40,70
2,65866;20,17235;139,36
1,60662;40,06019;76,64
3,11909;22,33962;40,70
2,99808;22,56567;49,63
2,87762;51,69065;20,98
2,7821;46,34342;4,01
2,69764;57,7997;2,68
2,64681;24,51242;2,68
2,57793;53,5133;2,68
2,51996;45,24442;7,14
2,45735;60,21767;11,60
2,38339;157,35954;17,41
2,33117;134,11365;94,50
2,29883;100,89155;90,03
3,95787;114,37346;85,57
7,81421;71,91555;85,57
8,11947;42,92527;54,09
10,06636;9,7281;45,16
36,51474;3,66763;40,70
31,06691;4,96095;36,23
10,05629;5,35744;40,70
8,81207;8,22684;40,70
12,06466;7,1832;40,70
6,4339;27,73841;40,70
2,86707;38,05921;139,36
1,79023;54,63661;76,64
1,81239;26,4897;40,70
1,98594;30,37036;49,63
2,63328;37,56074;20,98
2,56673;42,0769;4,01
2,50103;49,70392;2,68
2,4589;24,49329;2,68
2,41954;28,42667;2,68
2,3784;31,00549;7,14
2,33521;36,52622;11,60
2,29213;102,8072;17,41
2,24593;117,45806;94,50
2,20158;109,3399;90,03
3,81083;83,78554;85,57
7,67728;55,57033;85,57
7,9281;48,93428;54,09
9,24775;50,3083;45,16
9,51278;39,86689;40,70
6,87195;27,80381;36,23
19,27097;5,43968;40,70
34,7033;4,33118;40,70
8,62356;11,14251;40,70
7,27743;30,77101;40,70
3,35274;46,13891;139,36
1,81375;65,44016;76,64
1,73117;33,68666;40,70
1,48952;37,28099;49,63
1,5293;41,28868;20,98
1,51824;42,71725;4,01
1,45397;47,83227;2,68
1,54077;43,45459;2,68
1,54226;45,18488;2,68
1,51697;42,37385;7,14
1,4048;42,56586;11,60
1,29625;109,39982;17,41
1,22273;107,94732;94,50
1,15088;90,25935;90,03
2,22054;74,68765;85,57
5,59482;49,16518;85,57
5,56242;42,17591;54,09
6,7246;27,67633;45,16
6,70898;18,78504;40,70
15,05907;8,78802;36,23
11,84143;3,43129;40,70
10,14192;4,23306;40,70
34,83986;4,66042;40,70
25,54863;14,54758;40,70
1,54082;27,52943;139,36
0,93997;53,25969;76,64
1,17031;23,52341;40,70
1,27527;28,69896;49,63
1,43018;34,17979;20,98
1,3682;39,40302;4,01
1,62358;42,55264;2,68
1,56662;44,85363;2,68
1,68435;48,9475;2,68
1,78402;52,63913;7,14
1,63855;52,77605;11,60
1,58906;64,15868;17,41
1,56924;67,08861;94,50
1,3091;55,88372;90,03
1,19214;56,84377;85,57
1,10393;52,57769;85,57
0,83473;45,06791;54,09
0,45866;32,46826;45,16
0,81588;12,84881;40,70
0,27965;6,40272;36,23
5,47802;4,70061;40,70
52,52607;3,34682;40,70
52,85299;5,65642;40,70
20,96283;7,25334;40,70
0,04857;12,64482;139,36
0,16794;18,30061;76,64
0,33273;16,15008;40,70
0,52068;28,59538;49,63
0,72868;22,49968;20,98
0,78908;28,22374;4,01
0,91501;42,48448;2,68
1,06803;32,79125;2,68
1,17602;45,9294;2,68
1,24414;49,25228;7,14
1,31144;55,03385;11,60
1,35483;71,55308;17,41
1,19792;67,53141;94,50
1,04446;66,1844;90,03
1,05919;62,80543;85,57
0,98345;58,3144;85,57
1,06173;58,50038;54,09
0,97264;51,84949;45,16
0,86572;44,75986;40,70
1,56328;16,87839;36,23
1,82588;11,13092;40,70
5,40128;9,90832;40,70
11,35891;13,2887;40,70
1,14382;18,23801;40,70
0,84659;27,89456;139,36
1,19252;42,59943;76,64
1,39053;49,551;40,70
1,54979;46,59419;49,63
1,53737;46,8459;20,98
1,52233;62,88614;4,01
1,50839;74,32956;2,68
1,49673;59,35788;2,68
1,48655;62,27103;2,68
1,47437;73,97622;7,14
1,46224;77,71913;11,60
1,45848;123,06164;17,41
1,44829;141,34076;94,50
1,43349;142,46675;90,03
2,24136;110,62118;85,57
5,24274;70,67423;85,57
5,6523;44,32991;54,09
13,24673;30,638;45,16
30,79773;22,05867;40,70
31,66703;14,4209;36,23
31,15898;7,47125;40,70
25,02393;6,03157;40,70
13,62691;5,91114;40,70
6,96038;24,10057;40,70
2,83679;38,80733;139,36
1,97733;77,65176;76,64
1,88808;33,32107;40,70
1,83425;32,80261;49,63
1,78419;62,57188;20,98
1,74787;56,84961;4,01
1,7194;64,20028;2,68
1,6941;56,1034;2,68
1,66799;72,34722;2,68
1,65079;51,67813;7,14
1,63442;58,72317;11,60
1,60685;179,44776;17,41
1,58366;164,54322;94,50
1,5616;163,86987;90,03
2,4899;120,76248;85,57
5,81725;84,74059;85,57
6,19568;71,8108;54,09
7,77528;29,61361;45,16
23,88575;4,81086;40,70
26,797;4,42544;36,23
22,35703;3,37054;40,70
10,27925;4,84275;40,70
7,80906;11,25225;40,70
6,47821;31,14099;40,70
3,06145;47,18588;139,36
2,06545;78,75202;76,64
1,96933;45,67304;40,70
1,90516;51,11534;49,63
1,85726;52,25187;20,98
1,81781;56,45403;4,01
1,78854;48,88553;2,68
1,51756;35,8197;2,68
1,42001;36,21618;2,68
1,2252;35,35341;7,14
1,20491;36,79165;11,60
1,06603;87,47678;17,41
1,02597;89,4147;94,50
0,96073;85,40469;90,03
1,59298;73,89703;85,57
4,07639;47,40494;85,57
4,19607;45,59182;54,09
4,90762;38,34916;45,16
5,18731;21,36453;40,70
4,31177;11,19377;36,23
6,88435;7,58883;40,70
13,56283;3,71002;40,70
5,60264;14,08199;40,70
4,63437;28,33915;40,70
1,48862;38,56369;139,36
0,94687;65,74665;76,64
1,03716;23,47638;40,70
0,94539;31,49249;49,63
0,89294;36,60982;20,98
0,8685;39,90817;4,01
0,8462;48,28225;2,68
0,84761;40,67197;2,68
0,829;41,9412;2,68
0,83411;43,66625;7,14
0,84022;45,26733;11,60
0,87088;117,45414;17,41
0,87919;110,87587;94,50
0,97809;95,54685;90,03
1,82666;80,51889;85,57
3,79426;44,60671;85,57
3,86566;25,0721;54,09
4,43241;21,83544;45,16
4,35788;13,83521;40,70
1,97449;17,88587;36,23
3,14252;9,41576;40,70
3,93897;12,15462;40,70
3,84031;18,29864;40,70
2,93381;35,45271;40,70
0,66821;43,27462;139,36
0,09918;59,96218;76,64
0,07512;14,00971;40,70
0,07137;20,25487;49,63
0,06999;26,26074;20,98
34,51982;65,96744;4,01
66,3163;104,10732;2,68
35,63457;60,7831;2,68
35,65849;62,23661;2,68
36,19951;62,73586;7,14
36,55018;62,1084;11,60
67,9438;169,15859;17,41
67,39716;161,20562;94,50
67,36265;143,60145;90,03
67,46835;128,7317;85,57
69,4659;97,02246;85,57
69,46479;85,33693;54,09
102,77641;111,23166;45,16
100,95486;94,92156;40,70
99,45573;87,73549;36,23
99,9873;91,03799;40,70
102,87873;89,01096;40,70
100,08069;96,78957;40,70
99,43811;114,98236;40,70
98,47956;126,99019;139,36
64,26905;116,29559;76,64
97,11168;114,60066;40,70
98,63346;118,83048;49,63
98,58957;122,67414;20,98
66,98996;99,35246;4,01
68,95558;99,95168;2,68
37,62228;61,74461;2,68
39,51651;69,57803;2,68
40,94663;73,88165;7,14
0,60295;40,00695;11,60
0,7899;53,88248;17,41
0,95738;47,91451;94,50
0,81996;59,71079;90,03
0,87733;55,54537;85,57
0,92341;48,89789;85,57
0,80825;31,30677;54,09
0,83975;24,21223;45,16
18,42243;11,90194;40,70
21,29447;7,19469;36,23
23,44061;4,51257;40,70
20,09645;4,96626;40,70
3,52525;9,92092;40,70
0,07117;19,35672;40,70
0,36384;25,11159;139,36
0,53187;31,70335;76,64
0,49837;37,3534;40,70
0,61534;40,47174;49,63
0,82001;46,85518;20,98
1,00541;53,18955;4,01
0,8686;60,65604;2,68
0,92423;51,41668;2,68
0,95986;54,11864;2,68
0,84521;51,2522;7,14
0,86047;48,45079;11,60
0,81054;73,70738;17,41
0,71678;73,85944;94,50
0,79509;72,25213;90,03
0,72513;67,63584;85,57
0,49084;47,54127;85,57
0,3115;27,26763;54,09
10,53823;20,26423;45,16
23,34363;9,6506;40,70
49,03965;4,51628;36,23
75,36969;4,4734;40,70
75,10884;4,79073;40,70
24,60139;10,33515;40,70
4,10685;17,75312;40,70
0,00168;20,18162;139,36
0,07756;27,50412;76,64
0,13958;34,37304;40,70
0,03188;33,703;49,63
0,04614;35,57644;20,98
0,04219;44,54702;4,01
0,05596;53,82596;2,68
0,10238;34,44486;2,68
0,26823;32,45273;2,68
0,52661;26,49109;7,14
0,36394;46,97423;11,60
0,619;100,36413;17,41
0,60672;91,95362;94,50
0,4772;99,94302;90,03
1,01457;86,71818;85,57
2,36977;43,31967;85,57
2,46177;25,27032;54,09
28,23351;20,93904;45,16
32,39311;11,54727;40,70
13,19395;12,06479;36,23
6,15866;16,75876;40,70
6,76443;16,72465;40,70
2,44565;19,72332;40,70
1,74817;30,50123;40,70
0,48431;37,01221;139,36
0,05898;53,0675;76,64
0,09778;10,48806;40,70
35,30982;53,48155;49,63
36,31241;56,54758;20,98
36,98469;60,08549;4,01
38,0745;67,17697;2,68
39,2449;57,93567;2,68
40,18446;61,38668;2,68
42,31492;71,51448;7,14
0,68366;33,15849;11,60
0,63412;115,95109;17,41
0,92981;105,50488;94,50
0,58032;82,63057;90,03
1,08527;64,00375;85,57
2,69312;39,19682;85,57
3,07572;33,10129;54,09
3,93102;31,35228;45,16
3,85194;12,31314;40,70
2,01903;17,79485;36,23
3,05876;14,87081;40,70
3,87471;11,82318;40,70
43,21032;58,15861;40,70
43,52068;80,08819;40,70
41,95422;88,80658;139,36
42,26648;108,10188;76,64
0,78441;33,49889;40,70
0,78525;31,86214;49,63
0,79256;28,38306;20,98
0,84337;41,91841;4,01
1,02734;39,09066;2,68
1,23355;41,26707;2,68
1,35844;51,65849;2,68
1,34858;55,36973;7,14
1,33713;63,99194;11,60
1,32592;138,13507;17,41
1,3186;113,4053;94,50
1,31055;103,64854;90,03
2,0071;65,04042;85,57
4,35696;40,38581;85,57
4,1756;24,60989;54,09
26,6983;20,01016;45,16
36,93954;9,3995;40,70
37,7678;5,33186;36,23
63,99122;1,99651;40,70
76,12994;2,63614;40,70
34,8421;8,13553;40,70
3,14684;24,39939;40,70
1,12865;36,75678;139,36
0,73702;56,50182;76,64
0,63219;19,50686;40,70
0,73193;24,12788;49,63
0,92443;32,22141;20,98
0,97044;37,95749;4,01
0,93289;41,84667;2,68
0,85139;36,39811;2,68
0,81409;38,76014;2,68
0,84276;38,54405;7,14
0,80723;41,13201;11,60
0,88028;114,48619;17,41
0,88921;108,58097;94,50
0,8778;89,2274;90,03
1,53116;78,36483;85,57
3,2151;41,91265;85,57
3,29953;22,53026;54,09
5,34768;17,79277;45,16
25,98641;7,83213;40,70
32,45859;3,75568;36,23
92,87973;2,04754;40,70
93,8598;2,11758;40,70
81,74263;7,07933;40,70
19,6686;21,36248;40,70
8,01279;26,55937;139,36
1,43499;43,89944;76,64
0,17988;12,5251;40,70
0,165;16,09311;49,63
0,00164;15,71508;20,98
0,08005;24,70958;4,01
0,15397;32,77825;2,68
0,23152;22,85653;2,68
0,38891;24,90049;2,68
0,44392;28,88094;7,14
0,73496;34,18554;11,60
0,68291;106,58483;17,41
0,78241;91,69092;94,50
0,7297;85,03987;90,03
1,38669;72,2521;85,57
2,93986;38,24902;85,57
2,67669;21,19399;54,09
3,7639;15,88317;45,16
2,95488;9,25631;40,70
29,2374;3,62409;36,23
48,95666;2,09853;40,70
39,17207;5,39605;40,70
33,46154;8,92629;40,70
6,49426;23,16485;40,70
0,43095;25,61424;139,36
0,10107;45,0126;76,64
0,34532;15,71306;40,70
0,60335;19,0146;49,63
0,78028;24,32195;20,98
0,72145;33,21218;4,01
0,96654;37,11839;2,68
1,01945;32,27139;2,68
1,41528;29,55974;2,68
1,27156;43,03085;7,14
1,1943;40,74109;11,60
1,29775;54,73124;17,41
1,43028;53,74197;94,50
1,42372;60,07015;90,03
1,42392;32,91294;85,57
1,44272;48,1359;85,57
1,41201;28,72143;54,09
0,82468;30,43808;45,16
0,54507;18,45461;40,70
0,19655;10,14068;36,23
0,06964;5,06814;40,70
0,00974;11,38394;40,70
0,02296;21,26942;40,70
0,10592;27,09459;40,70
0,18751;31,7355;139,36
0,58188;29,2927;76,64
0,98535;32,96903;40,70
1,19388;46,67265;49,63
1,34627;50,07558;20,98
1,34263;45,4683;4,01
1,34242;36,03349;2,68
1,33198;64,25984;2,68
1,31858;76,7084;2,68
1,30785;72,23793;7,14
1,30006;69,40167;11,60
1,2892;109,56492;17,41
1,27725;123,77055;94,50
1,26627;120,79092;90,03
1,25908;105,97966;85,57
1,2823;74,09469;85,57
1,33679;70,26489;54,09
5,05709;50,66766;45,16
16,33249;31,28065;40,70
17,6686;19,84308;36,23
14,85184;17,82514;40,70
4,71433;19,54954;40,70
1,34643;29,96364;40,70
1,47002;54,4826;40,70
1,41377;68,27916;139,36
1,3859;69,99105;76,64
1,36873;61,11922;40,70
1,34956;78,46822;49,63
1,33234;85,91566;20,98
1,31866;84,72685;4,01
1,30571;98,38285;2,68
